Measurement Year,Facility Name,Current Facility Name,Facility ID,Facility OPCERT,Facility Medicare Number,Measure Short Name,Measure Full Name,Measure ID Number,First Quintile,Second Quintile,Third Quintile,Fourth Quintile,Fifth Quintile,Numeric Value,Character Value,Quintile,Points,Comments,City,County,Region,Location
2023,Good Shepherd-Fairview Home Inc,Good Shepherd-Fairview Home Inc,49,301305,335527,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,4.7,,1,5,,Binghamton,Broome,CNYRO,"(42.1109, -75.8767)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,6.7,,4,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,51.6,,3,1,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,84,,3,1,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,0,,1,5,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,53,,2,3,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,6.67,15.33,22.67,39.17,96.33,1,,NA,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,48,,4,1,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,2.1,,NA,5,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,10,,4,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.2,,4,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,2.7,,NA,5,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,61,,4,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY JKL,J/K/L deficiency,21,,,,,,,Yes,,,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,9,,NA,5,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,20,,5,0,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,41.1,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Gowanda Rehabilitation & Nursing Center,Gowanda Rehabilitation & Nursing Center,1032,427303,335642,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,5.4,,3,6,,Gowanda,Cattaraugus,WRO,"(42.4556, -78.9259)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.9,,2,3,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,20.5,,1,5,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,4,,NA,7,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,72,,3,2,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,7.2,,4,2,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,10.4,,4,0,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,22,,NA,0,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,42.2,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,4,,2,4,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,76,,4,0,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,46,,2,3,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,13,,3,1,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,2.9,,NA,5,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,19,,4,1,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,,DNS,NA,0,Facility did not submit data or data not properly certified,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,1.6,,NA,5,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Grandell Rehabilitation and Nursing Center,Grandell Rehabilitation and Nursing Center,497,2902304,335498,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,No,NA,0,,Long Beach,Nassau,MARO,"(40.5847, -73.6829)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,2.4,,NA,5,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,4.7,,3,6,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,11.4,,4,0,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,9.8,,5,0,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,62,,3,1,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,65.5,,5,0,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,12,,2,3,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,23,,NA,0,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,79,,1,5,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,77,,2,4,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,18.67,28,41.33,67.33,217.67,2,,NA,2,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,42.2,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.1,,4,0,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,19.9,,4,1,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,2.2,,NA,5,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Granville Center for Rehabilitation and Nursing,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,82,,3,1,,Granville,Washington,CDRO,"(43.4045, -73.271)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,0.3,,1,5,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,15,,3,1,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,8.8,,5,0,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,3.3,,1,10,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,18.67,28,41.33,67.33,217.67,2,,NA,2,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,74,,3,2,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,57,,3,1,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,3,50,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,3.1,,NA,5,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,3,,,,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,3.3,,NA,5,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,67,,5,0,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,43,,NA,0,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,64.5,,5,0,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.6,,2,3,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,55,,3,1,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greene Meadows Nursing and Rehabilitation Center,Greene Meadows Nursing and Rehabilitation Center,350,1953300,335574,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,4.8,,1,5,,Catskill,Greene,CDRO,"(42.2318, -73.8783)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,6.67,15.33,22.67,39.17,96.33,1,,NA,0,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,4.5,,1,5,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,11,,2,3,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,89,,2,3,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,0.5,,NA,5,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,3,50,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,51,,3,2,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,52.4,,3,2,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,80,,5,0,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,19,,NA,0,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,11.8,,4,0,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,3,,,,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,13.1,,5,0,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,2,,1,10,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
2023,Greenfield Health & Rehab Center,Greenfield Health & Rehab Center,7711,1467301,335182,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,3.4,,NA,5,,Lancaster,Erie,WRO,"(42.895, -78.6321)"
